source,gen,id,question,ground_truth,hop_type,pipeline,predictions,score
"Brandon Carter was born on January 1st, 1942, in England. He graduated from the University of Cambridge, where his doctoral advisor was Dennis William Sciama. Carter is know for his Doomsday argument and for his work on the Anthropic Principle.","The doctoral advisor of the scientist born on January 1st, 1942 in England, Brandon Carter, was Dennis William Sciama.",lettria_024,"Who was the doctoral advisor of the scientist born on January 1st, 1942 in England?",Dennis William Sciama,t5,rag,"{'HALL': 0.0029169770423322916, 'NOHALL': 0.9970830082893372}",0.0029169770423322916
"Big Hero 6, distributed by Walt Disney Studios Motion Pictures, starred Ryan Potter and was Baymax's first film appearance.","The actors who starred in Big Hero 6 are Ryan Potter, Jamie Chung, and Alan Tudyk.",lettria_025,Who starred in Big Hero 6?,Ryan Potter,t5,rag,"{'HALL': 0.8665830492973328, 'NOHALL': 0.13341690599918365}",0.8665830492973328
"Albuquerque is in New Mexico, United States. Americans live in the U.S. and Asian Americans are an ethnic group there.","Albuquerque is located in New Mexico, United States.",lettria_026,Where is Albuquerque located?,"New Mexico, United States",t5,rag,"{'HALL': 0.0004322287568356842, 'NOHALL': 0.9995678067207336}",0.0004322287568356842
Atlanta is located in the United States (capital: Washington D.C.) and African Americans are an ethnic group in the country.,The capital of the country where Atlanta is located is Atlanta.,lettria_027,What is the capital of the country where Atlanta is located?,Washington D.C.,t5,rag,"{'HALL': 0.9997830986976624, 'NOHALL': 0.0002168680221075192}",0.9997830986976624
Albert Jennings Fountain was born in the United States and died in the New Mexico Territory. An ethnic group in the U.S.A. are African Americans.,Albert Jennings Fountain died in the New Mexico Territory.,lettria_028,Where did Albert Jennings Fountain die?,New Mexico Territory,t5,rag,"{'HALL': 0.0777825340628624, 'NOHALL': 0.9222174286842346}",0.0777825340628624
"The runway length of Alpena County Regional Airport is 1,533 and it is located at Maple Ridge Township, Alpena County, Michigan, United States.",The runway length of Alpena County Regional Airport is 2744 metres.,lettria_029,What is the runway length of Alpena County Regional Airport?,"1,533",t5,rag,"{'HALL': 0.0234057679772377, 'NOHALL': 0.9765941500663757}",0.0234057679772377
"Chinabank is a bank with 5594 employees that was founded on Aug. 16, 1920.",Chinabank has 5594 employees.,lettria_030,How many employees does Chinabank have?,5594,t5,rag,"{'HALL': 0.03503772243857384, 'NOHALL': 0.9649622440338135}",0.03503772243857384
Akeem Ayers former team is the Los Angeles Rams who are based at the Los Angeles Memorial Coliseum in LA.,"Akeem Ayers' former team, the Tennessee Titans, are based in Nashville.",lettria_031,Where are Akeem Ayers' former team based?,Los Angeles Memorial Coliseum,t5,rag,"{'HALL': 0.9956690073013306, 'NOHALL': 0.00433100201189518}",0.9956690073013306
"The Velvet Underground had created the album Bootleg Series Volume 1: The Quine Tapes, which was produced by The Velvet Underground and recorded in the United States.",The album Bootleg Series Volume 1: The Quine Tapes was created by The Velvet Underground.,lettria_032,Who created the album Bootleg Series Volume 1: The Quine Tapes?,The Velvet Underground,t5,rag,"{'HALL': 0.027823468670248985, 'NOHALL': 0.9721765518188477}",0.027823468670248985
"Year of No Light self-produced their sludge-metal album Nord, and released it on September 6th, 2006. The band's next album was Live at Roadburn 2008.","Year of No Light released Nord on September 6, 2006.",lettria_033,When did Year of No Light release Nord?,"September 6th, 2006",t5,rag,"{'HALL': 0.8833047151565552, 'NOHALL': 0.11669530719518661}",0.8833047151565552
"Brandon Carter who was born in England, graduated from the University of Cambridge and developed General Relativity as his profession. His doctoral advisor was Dennis William Sciama.",Brandon Carter was born in England.,lettria_034,Where was Brandon Carter born?,England,t5,rag,"{'HALL': 0.004840514622628689, 'NOHALL': 0.9951594471931458}",0.004840514622628689
"The AIDS journal is published by Lippincott, Williams & Wilkins. It is is published in the UK, which capital is London.",The AIDS journal is published by Lippincott Williams & Wilkins.,lettria_035,Who publishes the AIDS journal?,"Lippincott, Williams & Wilkins",t5,rag,"{'HALL': 0.00010365711932536215, 'NOHALL': 0.9998962879180908}",0.00010365711932536215
"1089 Tama has an escape velocity of 0.0068 kilometres per second, a temperature of 179 kelvins and an apoapsis of 373513000.0 kilometres.",The temperature of 1089 Tama is 179 kelvins.,lettria_036,What is the temperature of 1089 Tama?,179 kelvins,t5,rag,"{'HALL': 0.9789409041404724, 'NOHALL': 0.021059075370430946}",0.9789409041404724
"Alan Shepard, from New Hampshire, received his M.A. from NWC in 1957.",Alan Shepard received his M.A. from NWC in 1957.,lettria_037,When did Alan Shepard receive his M.A. from NWC?,1957,t5,rag,"{'HALL': 0.9279662370681763, 'NOHALL': 0.07203372567892075}",0.9279662370681763
"Aaron Hunt, whose club is VfL Wolfsburg managed by Dieter Hecking, has also played for Hamburger SV.",The provided context does not mention who manages the club where Aaron Hunt currently plays.,lettria_038,Who manages the club where Aaron Hunt currently plays?,Dieter Hecking,t5,rag,"{'HALL': 0.9985498785972595, 'NOHALL': 0.0014500776305794716}",0.9985498785972595
"The English-language film, Super Capers, was edited by Stacy Katzman, and stars Michael Rooker and Tom Sizemore.",Stacy Katzman edited Super Capers.,lettria_039,Who edited Super Capers?,Stacy Katzman,t5,rag,"{'HALL': 0.9992499947547913, 'NOHALL': 0.0007499658386223018}",0.9992499947547913
"Agremiação Sportiva Arapiraquense is a club that plays in Brazil's Campeonato Brasileiro Série C league. Also known as Alvinegro, the club represents 17,000 members.",The nickname of Agremiação Sportiva Arapiraquense is Alvinegro.,lettria_040,What is the nickname of Agremiação Sportiva Arapiraquense?,Alvinegro,t5,rag,"{'HALL': 0.9889158010482788, 'NOHALL': 0.011084175668656826}",0.9889158010482788
A Loyal Character Dancer is published by Soho Press in the United States. The language of the United States is English.,The language of the country where A Loyal Character Dancer is published is English.,lettria_041,What is the language of the country where A Loyal Character Dancer is published?,English,t5,rag,"{'HALL': 0.9261810779571533, 'NOHALL': 0.07381898909807205}",0.9261810779571533
Albert Jennings Fountain was born in New York and died in the U.S. where African Americans are an ethnic group.,"Albert Jennings Fountain was born in Staten Island, New York City.",lettria_042,Where was Albert Jennings Fountain born?,New York,t5,rag,"{'HALL': 0.9702001810073853, 'NOHALL': 0.029799750074744225}",0.9702001810073853
"Super Capers is a 98 minutes English movie that was distributed by Roadside Attractions and Lionsgate. It was directed by Ray Griggs and edited by Stacy Katzman. The budget was $2,000,000.","The 98-minute English movie distributed by Roadside Attractions and Lionsgate, Super Capers, was directed by Ray Griggs.",lettria_043,Who directed the 98-minute English movie distributed by Roadside Attractions and Lionsgate?,Ray Griggs,t5,rag,"{'HALL': 0.00042087017209269106, 'NOHALL': 0.999579131603241}",0.00042087017209269106
"Lady Anne Monson was born in Darlington, in the Kingdom of England, on January 1st, 1726. Her nationality was with the Kingdom of England, but her residence was in India. She passed away on February 18th, 1776.","Lady Anne Monson was born on January 1, 1726.",lettria_044,When was Lady Anne Monson born?,"January 1st, 1726",t5,rag,"{'HALL': 0.0056283059529960155, 'NOHALL': 0.9943716526031494}",0.0056283059529960155
Charlie Colin is a former band mate of the band Train.,Charlie Colin is a former member of the band Train.,lettria_045,What band is Charlie Colin a former member of?,Train,t5,rag,"{'HALL': 0.0031144842505455017, 'NOHALL': 0.9968854784965515}",0.0031144842505455017
T S Thakur and Narendra Modi are leaders in India where Amdavad ni Gufa is located.,"Amdavad ni Gufa is located in Ahmedabad, Gujarat, India.",lettria_046,Where is Amdavad ni Gufa located?,India,t5,rag,"{'HALL': 0.7586727142333984, 'NOHALL': 0.2413272261619568}",0.7586727142333984
"Agra Airport is in Uttar Pradesh, Awadh, and is located at 167.94 metres above sea level.",Agra Airport is 167.94 metres above sea level.,lettria_047,How high is Agra Airport above sea level?,167.94 metres,t5,rag,"{'HALL': 0.8744012713432312, 'NOHALL': 0.1255986988544464}",0.8744012713432312
Amarillo is part of Potter County and Randall County in Texas in the U.S.,"Amarillo is part of both Potter County and Randall County in Texas, US.",lettria_048,What county is Amarillo part of?,Potter County and Randall County,t5,rag,"{'HALL': 0.00012132152915000916, 'NOHALL': 0.9998786449432373}",0.00012132152915000916
Alan Shepard who died in California was born in New Hampshire and was selected by NASA in 1959.,"The astronaut who was born in New Hampshire and died in California, Alan Shepard, was selected by NASA in 1959.",lettria_049,When was the astronaut who was born in New Hampshire and died in California selected by NASA?,1959,t5,rag,"{'HALL': 0.0009760392713360488, 'NOHALL': 0.9990239143371582}",0.0009760392713360488
The book Alcatraz Versus the Evil Librarians comes from the U.S. and is written in English. One of the ethnic groups in the US are the Native Americans.,Alcatraz Versus the Evil Librarians is written in English.,lettria_050,In what language is Alcatraz Versus the Evil Librarians written?,English,t5,rag,"{'HALL': 0.006908194161951542, 'NOHALL': 0.9930918216705322}",0.006908194161951542
"The Acharya Institute of Technology campus is located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090, Karnataka, India and it is affiliated to Visvesvaraya Technological University.","The Acharya Institute of Technology, located at Soldevanahalli, Bangalore, is affiliated with Visvesvaraya Technological University.",lettria_051,"What university is the institute located at Soldevanahalli, Bangalore, affiliated with?",Visvesvaraya Technological University,t5,rag,"{'HALL': 0.9912813305854797, 'NOHALL': 0.008718734607100487}",0.9912813305854797
"The 14th New Jersey Volunteer Infantry Monument (est. July 11th, 1907) is a historic district in the US provided by the National Park Service.","The 14th New Jersey Volunteer Infantry Monument was established on July 11th, 1907.",lettria_052,When was the 14th New Jersey Volunteer Infantry Monument established?,"July 11th, 1907",t5,rag,"{'HALL': 0.041045960038900375, 'NOHALL': 0.9589540958404541}",0.041045960038900375
"1036 Ganymed was discovered by Walter Baade, a German National who studied at the University of Gottingen.","The discoverer of 1036 Ganymed, Walter Baade, studied at the University of Göttingen.",lettria_053,Where did the discoverer of 1036 Ganymed study?,the University of Gottingen,t5,rag,"{'HALL': 0.09272700548171997, 'NOHALL': 0.90727299451828}",0.09272700548171997
"Tom Sizemore, who began acting in 1989, and Adam West have both starred in Super Capers.",Tom Sizemore started acting in 1989.,lettria_054,When did Tom Sizemore start acting?,1989,t5,rag,"{'HALL': 0.6430691480636597, 'NOHALL': 0.3569309115409851}",0.6430691480636597
"The compilation album Andy Warhol's Velvet Underground Featuring Nico was followed by The Velvet Underground album Squeeze, which was followed by The Bootleg Series Volume 1: The Quine Tapes, recorded through Polydor Records in London.",The album that followed Squeeze is Bootleg Series Volume 1: The Quine Tapes.,lettria_055,What album followed Squeeze?,The Bootleg Series Volume 1: The Quine Tapes,t5,rag,"{'HALL': 0.9959751963615417, 'NOHALL': 0.0040248092263937}",0.9959751963615417
"The battle of Fredericksburg, in which Alfred Moore Scales participated, was part of the American Civil War military conflict during which Jefferson Davis was a commander.","Based on the provided context, Abraham Lincoln and Jefferson Davis were commanders in the American Civil War, which included the battles Alfred Moore Scales participated in, such as the Battle of Chancellorsville, the Battle of Gettysburg, the Battle of Fredericksburg, and the Siege of Petersburg. Therefore, both Abraham Lincoln and Jefferson Davis were commanders in the war that included the battles Alfred Moore Scales participated in.",lettria_056,Who was a commander in the war that included the battle Alfred Moore Scales participated in?,Jefferson Davis,t5,rag,"{'HALL': 0.011676137335598469, 'NOHALL': 0.9883238077163696}",0.011676137335598469
"Baroque pop is a fusion genre which includes some elements of pop rock, an example of which is the Train song by Mermaid .",An example of Baroque pop fusion genre is the Train song by Mermaid.,lettria_057,What is an example of Baroque pop fusion genre?,Mermaid,t5,rag,"{'HALL': 0.0008381902007386088, 'NOHALL': 0.9991618394851685}",0.0008381902007386088
"Atlantic City is in Atlantic County, New Jersey in the United States. Washington, D.C. is the capital of the U.S.","Atlantic City is located in Atlantic County, New Jersey.",lettria_058,What county is Atlantic City located in?,Atlantic County,t5,rag,"{'HALL': 0.007614415604621172, 'NOHALL': 0.9923856258392334}",0.007614415604621172
"The A-Rosa Luna is powered by an MTU Friedrichshafen engine. Rolls-Royce Power Systems is the parent company of MTU Friedrichshafen, and Rolls-Royce Holdings is its owner.",The parent company of the engine manufacturer that powers the A-Rosa Luna is Rolls-Royce Power Systems.,lettria_059,What is the parent company of the engine manufacturer that powers the A-Rosa Luna?,Rolls-Royce Power Systems,t5,rag,"{'HALL': 0.015208804979920387, 'NOHALL': 0.9847912192344666}",0.015208804979920387
Nord is a post metal album by Year of No Light and was released by Crucial Blast record label.,Nord was released by Crucial Blast record label.,lettria_060,What record label released Nord?,Crucial Blast,t5,rag,"{'HALL': 0.9864596128463745, 'NOHALL': 0.013540343381464481}",0.9864596128463745
"Alfredo Zitarrosa was born in Uruguay, where the leader is Raul Fernando Sendic Rodriguez. He died in Montevideo.","The leader of the country where Alfredo Zitarrosa was born, Uruguay, is Raúl Fernando Sendic Rodríguez.",lettria_061,Who is the leader of the country where Alfredo Zitarrosa was born?,Raul Fernando Sendic Rodriguez,t5,rag,"{'HALL': 0.005709890741854906, 'NOHALL': 0.9942901134490967}",0.005709890741854906
Lady Anne Monson was born in the Kingdom of England in a town called Darlington which is in the UK.,Lady Anne Monson was born in Darlington.,lettria_062,In what town was Lady Anne Monson born?,Darlington,t5,rag,"{'HALL': 0.9998661279678345, 'NOHALL': 0.00013387420040089637}",0.9998661279678345
Justin Whalin's job is a presenter.,Justin Whalin's job is a presenter.,lettria_063,What is Justin Whalin's job?,presenter,t5,rag,"{'HALL': 0.005265301093459129, 'NOHALL': 0.9947347640991211}",0.005265301093459129
Abilene Regional Airport serves the city of Abilene in Texas. Its runway is 2194 feet and is 546 m above sea level.,Abilene Regional Airport is 546 metres above sea level.,lettria_064,How far above sea level is Abilene Regional Airport?,546 m,t5,rag,"{'HALL': 0.9342342615127563, 'NOHALL': 0.06576577574014664}",0.9342342615127563
"The United States uses the English language, includes the ethnic group of African Americans and is the location of Albany, Oregon.","Albany, Oregon is located in Oregon, which is part of the United States, with the capital being Washington, D.C.",lettria_065,"What is the location of Albany, Oregon?",the United States,t5,rag,"{'HALL': 0.9980649352073669, 'NOHALL': 0.0019351267255842686}",0.9980649352073669
"AIDAstella, which was built by Meyer Werft and is 253260.0 millimetres in length is operated by AIDA Cruises.",AIDAstella is operated by AIDA Cruises.,lettria_066,Who operates AIDAstella?,AIDA Cruises,t5,rag,"{'HALL': 0.35149064660072327, 'NOHALL': 0.6485093832015991}",0.35149064660072327
Bionico (contains raisins) is a food served at the dessert course found in Mexico. The currency in Mexico is the Mexican peso inhabited by the Mexicans.,The currency of the country where Bionico is served is the Mexican peso.,lettria_067,What is the currency of the country where Bionico is served?,Mexican peso,t5,rag,"{'HALL': 0.9984317421913147, 'NOHALL': 0.0015682321973145008}",0.9984317421913147
"Arrabbiata sauce, a traditional dish from Rome in Italy, has chili pepper as one of its important ingredients.",One of the important ingredients of Arrabbiata sauce is chili pepper.,lettria_068,What is one of the important ingredients of Arrabbiata sauce?,chili pepper,t5,rag,"{'HALL': 0.010953949764370918, 'NOHALL': 0.989046037197113}",0.010953949764370918
"Elliot See was born in Dallas, Collin County, Texas.","Elliot See was born in Dallas, Collin County, Texas.",lettria_069,Where was Elliot See born?,Dallas,t5,rag,"{'HALL': 0.0002243432099930942, 'NOHALL': 0.9997757077217102}",0.0002243432099930942
"The All India Council for Technical Education which is located in Mumbai, was proud to give the Technical Campus status to the Acharya Institute of Technology. The president of the Acharya Institute of Technology is B. M. Reddy and it is affiliated with Visvesvaraya Technological University. The campus address for the Acharya Institute of Technology is: Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090.",The provided context does not mention the president of the Acharya Institute of Technology.,lettria_070,Who is the president of the Acharya Institute of Technology?,B. M. Reddy,t5,rag,"{'HALL': 0.10552115738391876, 'NOHALL': 0.8944788575172424}",0.10552115738391876
11 Diagonal Street is in South Africa where the leader is Jacob Zuma An ethnic group found there are white South Africans.,The leader of the country where 11 Diagonal Street is located is Jacob Zuma.,lettria_071,Who is the leader of the country where 11 Diagonal Street is located?,Jacob Zuma,t5,rag,"{'HALL': 0.07469245791435242, 'NOHALL': 0.92530757188797}",0.07469245791435242
"The 3Arena is located in Dublin, Leinster, and is owned by Live Nation Entertainment.",The 3Arena is owned by Live Nation Entertainment.,lettria_072,Who owns the 3Arena?,Live Nation Entertainment,t5,rag,"{'HALL': 0.9478331804275513, 'NOHALL': 0.05216680467128754}",0.9478331804275513
"Akeem Ayers was born on July 10th, 1989 and he used to play for the St. Louis Rams.","Akeem Ayers was born on July 10th, 1989.",lettria_073,When was Akeem Ayers born?,"July 10th, 1989",t5,rag,"{'HALL': 0.0021445835009217262, 'NOHALL': 0.9978553652763367}",0.0021445835009217262
"Aaron Deer from Indianapolis, United States is a Psychedelic music artiste.","Aaron Deer is from Indianapolis, Indiana.",lettria_074,Where is Aaron Deer from?,"Indianapolis, United States",t5,rag,"{'HALL': 0.9832648634910583, 'NOHALL': 0.016735119745135307}",0.9832648634910583
Aaron Hunt's youth club was Goslarer SC 08 and he has played for Hamburger SV and SV Werder Bremen II.,Aaron Hunt's youth club was Goslarer SC 08.,lettria_075,What was Aaron Hunt's youth club?,Goslarer SC 08,t5,rag,"{'HALL': 0.00019060987688135356, 'NOHALL': 0.9998094439506531}",0.00019060987688135356
The book Alcatraz Versus the Evil Librarians comes from the United States where one of the ethnic groups is African American and one of the leaders is Joe Biden.,One of the leaders of the country the book Alcatraz Versus the Evil Librarians comes from is Joe Biden.,lettria_076,Who is one of the leaders of the country the book Alcatraz Versus the Evil Librarians comes from?,Joe Biden,t5,rag,"{'HALL': 0.13012200593948364, 'NOHALL': 0.8698779344558716}",0.13012200593948364
"The Year of No Light album Nord is in the sludge metal genre, one variety of which is southern sludge.","The genre of the Year of No Light album Nord is post-metal, which includes elements of sludge metal.",lettria_077,What is the genre of the Year of No Light album Nord?,sludge metal,t5,rag,"{'HALL': 0.024101732298731804, 'NOHALL': 0.975898265838623}",0.024101732298731804
"Agremiação Sportiva Arapiraquense played in the 2015 season and play in the Campeonato Brasileiro Série C league, which Vila Nova Futebol Clube have been the champions of.","The champions of the league where Agremiação Sportiva Arapiraquense plays, the Campeonato Brasileiro Série C, have been Vila Nova Futebol Clube.",lettria_078,Who has been the champions of the league where Agremiação Sportiva Arapiraquense plays?,Vila Nova Futebol Clube,t5,rag,"{'HALL': 0.5249230265617371, 'NOHALL': 0.47507694363594055}",0.5249230265617371
"Albany, Georgia has a population density of 535 people per square kilometer, its total area is 144.7 sq kms and is elevated 62 meters above sea level.","The population density of Albany, Georgia is 535 people per square kilometer.",lettria_079,"What is the population density of Albany, Georgia?",535 people per square kilometer,t5,rag,"{'HALL': 0.0009713535546325147, 'NOHALL': 0.9990286827087402}",0.0009713535546325147
Distributor of the movie Super Capers is Roadside Attractions.,The distributors of Super Capers are Roadside Attractions and Lionsgate.,lettria_080,Who is the distributor of Super Capers?,Roadside Attractions,t5,rag,"{'HALL': 0.9929730892181396, 'NOHALL': 0.007026931270956993}",0.9929730892181396
"Mexico inhabited by Mexicans with peso as its currency has Silvano Aureoles Conejo as one of its leaders. Bionico is served as a dessert in Mexico and comes from Guadalajara. It has chopped fruits, sour cream, condensed milk, granola, shredded coconut and raisins as its main ingredients.","Bionico comes from the Guadalajara region in Mexico, specifically from the state of Jalisco.",lettria_081,Where does Bionico come from?,Guadalajara,t5,rag,"{'HALL': 0.002668662229552865, 'NOHALL': 0.9973313808441162}",0.002668662229552865
"A severed Wasp was written in English in the United States, where African Americans are an ethnic group.",The ethnic group that lives in the country where *A Severed Wasp* was written is Native Americans.,lettria_082,What ethnic group lives in the country where A Severed Wasp was written?,African Americans,t5,rag,"{'HALL': 0.12546567618846893, 'NOHALL': 0.8745342493057251}",0.12546567618846893
"A dish served for dessert, Bionico requires granola as one of its ingredients. It can also have honey added to it.",One of the ingredients of Bionico is granola.,lettria_083,What is one of the ingredients of Bionico?,granola,t5,rag,"{'HALL': 0.006545186974108219, 'NOHALL': 0.9934547543525696}",0.006545186974108219
"In the United States, one of the national ethnic groups are the African Americans. The United States is where Abraham A. Ribicoff, who was married to Casey Ribicoff, died.",Abraham A. Ribicoff was married to Ruth Ribicoff.,lettria_084,Who was Abraham A. Ribicoff married to?,Casey Ribicoff,t5,rag,"{'HALL': 0.06766729056835175, 'NOHALL': 0.9323327541351318}",0.06766729056835175
"The full name of the A.F.C. Fylde is ""Association Football Club Fylde"" they are based at Bryning Lane and have 3180 members.","The full name of A.F.C. Fylde is ""Association Football Club Fylde"".",lettria_085,What is the full name of A.F.C. Fylde?,Association Football Club Fylde,t5,rag,"{'HALL': 0.0006377307581715286, 'NOHALL': 0.9993622899055481}",0.0006377307581715286
