source,gen,id,question,ground_truth,hop_type,pipeline,is_coverage_error
"In print, A Loyal Character Dancer was penned by Qiu Xiaolong and has the OCLC number 49805501.","The provided context does not include information about the author of the printed book with OCLC number 49805501. It only states that ""A Loyal Character Dancer"" has the OCLC number 49805501, but no author is mentioned. Therefore, based on the given information, the author cannot be determined.",lettria_011,Who is the author of the printed book with OCLC number 49805501?,Qiu Xiaolong,t5,graphrag_hybrid,True
"AEK Athens FC, whose home ground is in Greece, has 69618 members and compete in the Superleague Greece.","AEK Athens FC has 69,618 members.",lettria_012,How many members does AEK Athens FC have?,69618,t5,graphrag_hybrid,False
"Arrabbiata sauce is from Italy, where the language is Italian and Pietro Grasso is the leader.","The context states that Arrabbiata sauce originates from Italy. However, the provided information does not include any details about the current leader of Italy. Therefore, based solely on the given context, the question cannot be answered.",lettria_013,Who is the leader of the country where Arrabbiata sauce comes from?,Pietro Grasso,t5,graphrag_hybrid,True
"The European Space Agency manufactured the Ariane 5, which was launched from the Guiana Space Centre, and had a final flight on the 18th December 2009.",The provided context does not specify where the Ariane 5 was launched from.,lettria_014,Where was the Ariane 5 launched from?,the Guiana Space Centre,t5,graphrag_hybrid,True
"The duration of the film 'It's great to be young', from 1956, is 94 minutes.",The film 'It's great to be young' is 94 minutes long.,lettria_015,How long is the film 'It's great to be young'?,94 minutes,t5,graphrag_hybrid,False
"Former The Wildweeds member, Al Anderson, is the guitarist in the band NRBQ, which plays Rock music.","The band where Al Anderson is the guitarist is The Wildweeds. From the context, Al Anderson is associated with the genres rock, Rock, and country. Therefore, the music genres played by The Wildweeds are rock and country.",lettria_016,What music genre is played by the band where Al Anderson is the guitarist?,Rock music,t5,graphrag_hybrid,False
Agremiação Sportiva Arapiraquense's ground is Estádio Municipal Coaracy da Mata Fonseca in Arapiraca. The team played in the Brazilian Campeonato Brasileiro Série C league and competed in the 2015 season of that league.,"The provided context does not specify which Brazilian league the team Agremiação Sportiva Arapiraquense, based at Estádio Municipal Coaracy da Mata Fonseca, plays in. Therefore, based solely on the given information, the league cannot be determined.",lettria_017,What Brazilian league does the team based at Estádio Municipal Coaracy da Mata Fonseca play in?,Campeonato Brasileiro Série C,t5,graphrag_hybrid,True
"Anderson is part of Madison County, Indiana in the U.S.",Anderson is part of Madison County.,lettria_018,What county is Anderson part of?,"Madison County, Indiana",t5,graphrag_hybrid,False
"Chinabank, founded on 08-16-1920, offers banking services as well as having a net income of 15,100,000,000.","Chinabank's net income is 15,100,000,000.",lettria_019,What is Chinabank's net income?,"15,100,000,000",t5,graphrag_hybrid,False
"Alpena County Regional Airport is located in Wilson Township, Alpena County, Michigan in the United States. It has a runway length of 1533.0.",Alpena County Regional Airport is located in the United States.,lettria_020,Where is Alpena County Regional Airport located?,"Wilson Township, Alpena County, Michigan",t5,graphrag_hybrid,False
There are 250 academic staff at the AWH Engineering College in the state of Kerala. The College was established in 2001.,"The college established in 2001 in Kerala is AWH Engineering College. However, the provided context does not specify the number of academic staff working at AWH Engineering College. It only mentions that the University of Burgundy has 2900 staff, which is unrelated to AWH Engineering College.

Therefore, based on the given information, the number of academic staff at AWH Engineering College cannot be determined.",lettria_021,How many academic staff work at the college established in 2001 in Kerala?,250,t5,graphrag_hybrid,True
Anaheim is part of California in the US and is led by the California State Assembly.,"The provided context does not contain any information about who leads Anaheim. Therefore, based on the given data, it is not possible to determine who leads Anaheim.",lettria_022,Who leads Anaheim?,California State Assembly,t5,graphrag_hybrid,True
Airey Neave fought in World War II which included the East African Campaign and had Benito Mussolini as a commander.,"The provided context does not specify who was a commander in the war Airey Neave fought in. It only states that Airey Neave participated in World War II, the Battle of France, and the East African Campaign, and lists his awards and active years. No commanders are mentioned.",lettria_023,Who was a commander in the war Airey Neave fought in?,Benito Mussolini,t5,graphrag_hybrid,True
"Brandon Carter was born on January 1st, 1942, in England. He graduated from the University of Cambridge, where his doctoral advisor was Dennis William Sciama. Carter is know for his Doomsday argument and for his work on the Anthropic Principle.","The provided context does not contain any information about a scientist born on January 1st, 1942 in England or their doctoral advisor. Therefore, based on the given knowledge graph, the question cannot be answered.",lettria_024,"Who was the doctoral advisor of the scientist born on January 1st, 1942 in England?",Dennis William Sciama,t5,graphrag_hybrid,True
"Big Hero 6, distributed by Walt Disney Studios Motion Pictures, starred Ryan Potter and was Baymax's first film appearance.","The actors who starred in Big Hero 6 are Jamie Chung, Ryan Potter, and Alan Tudyk.",lettria_025,Who starred in Big Hero 6?,Ryan Potter,t5,graphrag_hybrid,False
"Albuquerque is in New Mexico, United States. Americans live in the U.S. and Asian Americans are an ethnic group there.",Albuquerque is located in the United States.,lettria_026,Where is Albuquerque located?,"New Mexico, United States",t5,graphrag_hybrid,False
Atlanta is located in the United States (capital: Washington D.C.) and African Americans are an ethnic group in the country.,"The capital of the country where Atlanta is located is Atlanta.

Explanation:
- Atlanta is in the United States (as shown by ""Atlanta -[country]-> United States"").
- Georgia is a state in the United States, and its capital is Atlanta (as shown by ""Georgia -[capital]-> Atlanta"").
- Therefore, Atlanta is the capital of the state of Georgia, which is part of the United States.
- The question asks for the capital of the country where Atlanta is located — the country is the United States.
- However, the context does not provide the capital of the United States. It only states that Atlanta is in the United States.

But note: The question is asking for the capital of the country where Atlanta is located — that is, the capital of the United States.

Even though the context does not explicitly state the capital of the United States, based on general knowledge (which we are not supposed to use), it would be Washington, D.C.

However, the instructions say: **""Answer the following question based only on the context above.""**

The context does **not** state what the capital of the United States is.

Therefore, based **only** on the provided context, we cannot determine the capital of the United States.

But wait — let's reevaluate: the question is: ""What is the capital of the country where Atlanta is located?""

From the context:
- Atlanta is in the United States.
- The capital of Georgia is Atlanta.
- But the capital of the United States is not mentioned.

So, **based only on the context**, we cannot answer the question.

However, the context does not provide any information about the capital of the United States.

Therefore, the correct answer, based only on the given context, is: **Not specified**.

But wait — let's check again: is there any way to infer it?

No. The only capital mentioned is Atlanta (capital of Georgia). No capital is given for the United States.

Thus, the answer based **only** on the context is: **The capital of the country where Atlanta is located is not provided in the context.**

But since the question expects a specific answer, and we must answer based only on the context, and the context does not state the capital of the United States, we cannot provide it.

However, let's consider: could Atlanta be the capital of the United States? No, that's not true, but the context doesn't say that.

The context says:
- Georgia -[capital]-> Atlanta
- Atlanta -",lettria_027,What is the capital of the country where Atlanta is located?,Washington D.C.,t5,graphrag_hybrid,True
Albert Jennings Fountain was born in the United States and died in the New Mexico Territory. An ethnic group in the U.S.A. are African Americans.,"Albert Jennings Fountain died in the United States (also referred to as U.S., U.S.A., or US).",lettria_028,Where did Albert Jennings Fountain die?,New Mexico Territory,t5,graphrag_hybrid,False
"The runway length of Alpena County Regional Airport is 1,533 and it is located at Maple Ridge Township, Alpena County, Michigan, United States.","The runway length of Alpena County Regional Airport is 1533 meters and 2744 meters, as indicated by multiple entries in the knowledge graph. The values 1533, 1533.0, and 1,533 are equivalent and refer to the same length in meters, while 2744 meters is another distinct runway length. Therefore, the airport has runways of two different lengths: **1533 meters** and **2744 meters**.",lettria_029,What is the runway length of Alpena County Regional Airport?,"1,533",t5,graphrag_hybrid,False
"Chinabank is a bank with 5594 employees that was founded on Aug. 16, 1920.","Chinabank has 5,594 employees.",lettria_030,How many employees does Chinabank have?,5594,t5,graphrag_hybrid,False
Akeem Ayers former team is the Los Angeles Rams who are based at the Los Angeles Memorial Coliseum in LA.,"Akeem Ayers' former teams are the St. Louis Rams and the Los Angeles Rams. The St. Louis Rams were based in St. Louis, Missouri. Therefore, Akeem Ayers' former team (St. Louis Rams) is based in St. Louis, Missouri.",lettria_031,Where are Akeem Ayers' former team based?,Los Angeles Memorial Coliseum,t5,graphrag_hybrid,False
"The Velvet Underground had created the album Bootleg Series Volume 1: The Quine Tapes, which was produced by The Velvet Underground and recorded in the United States.","The context provided does not specify who created the album *Bootleg Series Volume 1: The Quine Tapes*. Therefore, based on the given information, the creator cannot be determined.",lettria_032,Who created the album Bootleg Series Volume 1: The Quine Tapes?,The Velvet Underground,t5,graphrag_hybrid,True
"Year of No Light self-produced their sludge-metal album Nord, and released it on September 6th, 2006. The band's next album was Live at Roadburn 2008.","The provided context does not contain any information about the release of ""Nord"" by ""Year of No Light."" In fact, the relationships indicate that Nord is associated with Year of No Light as a producer, band, and artist, suggesting that Nord is the creator or contributor, not a release by Year of No Light. Therefore, based on the given information, it is not possible to determine when Year of No Light released Nord.",lettria_033,When did Year of No Light release Nord?,"September 6th, 2006",t5,graphrag_hybrid,True
"Brandon Carter who was born in England, graduated from the University of Cambridge and developed General Relativity as his profession. His doctoral advisor was Dennis William Sciama.",Brandon Carter was born in England.,lettria_034,Where was Brandon Carter born?,England,t5,graphrag_hybrid,False
"The AIDS journal is published by Lippincott, Williams & Wilkins. It is is published in the UK, which capital is London.",The provided context does not specify who publishes the AIDS Journal.,lettria_035,Who publishes the AIDS journal?,"Lippincott, Williams & Wilkins",t5,graphrag_hybrid,True
"1089 Tama has an escape velocity of 0.0068 kilometres per second, a temperature of 179 kelvins and an apoapsis of 373513000.0 kilometres.",The temperature of 1089 Tama is 179 kelvins.,lettria_036,What is the temperature of 1089 Tama?,179 kelvins,t5,graphrag_hybrid,False
"Alan Shepard, from New Hampshire, received his M.A. from NWC in 1957.","The provided context does not include any information about the date when Alan Shepard received his M.A. from NWC. Therefore, the question cannot be answered based on the given information.",lettria_037,When did Alan Shepard receive his M.A. from NWC?,1957,t5,graphrag_hybrid,True
"Aaron Hunt, whose club is VfL Wolfsburg managed by Dieter Hecking, has also played for Hamburger SV.","The provided context does not include information about who manages the club where Aaron Hunt plays. Therefore, the question cannot be answered based on the given information.",lettria_038,Who manages the club where Aaron Hunt currently plays?,Dieter Hecking,t5,graphrag_hybrid,True
"The English-language film, Super Capers, was edited by Stacy Katzman, and stars Michael Rooker and Tom Sizemore.","The context provided does not contain any information about who edited Super Capers. Therefore, based on the given information, the editor of Super Capers cannot be determined.",lettria_039,Who edited Super Capers?,Stacy Katzman,t5,graphrag_hybrid,True
"Agremiação Sportiva Arapiraquense is a club that plays in Brazil's Campeonato Brasileiro Série C league. Also known as Alvinegro, the club represents 17,000 members.",The nickname of Agremiação Sportiva Arapiraquense is Alvinegro.,lettria_040,What is the nickname of Agremiação Sportiva Arapiraquense?,Alvinegro,t5,graphrag_hybrid,False
A Loyal Character Dancer is published by Soho Press in the United States. The language of the United States is English.,"The book *A Loyal Character Dancer* is published in the United States, and the language associated with the book is English. Therefore, the language of the country where *A Loyal Character Dancer* is published is English.",lettria_041,What is the language of the country where A Loyal Character Dancer is published?,English,t5,graphrag_hybrid,False
Albert Jennings Fountain was born in New York and died in the U.S. where African Americans are an ethnic group.,"Albert Jennings Fountain was born in Staten Island, New York, United States.",lettria_042,Where was Albert Jennings Fountain born?,New York,t5,graphrag_hybrid,False
"Super Capers is a 98 minutes English movie that was distributed by Roadside Attractions and Lionsgate. It was directed by Ray Griggs and edited by Stacy Katzman. The budget was $2,000,000.","The provided context does not contain information about the director of the 98-minute English movie distributed by Roadside Attractions and Lionsgate. Therefore, based on the given information, the question cannot be answered.",lettria_043,Who directed the 98-minute English movie distributed by Roadside Attractions and Lionsgate?,Ray Griggs,t5,graphrag_hybrid,True
"Lady Anne Monson was born in Darlington, in the Kingdom of England, on January 1st, 1726. Her nationality was with the Kingdom of England, but her residence was in India. She passed away on February 18th, 1776.","The context provided does not include any information about Lady Anne Monson's birth date. Therefore, it is not possible to determine when she was born based on the given information.",lettria_044,When was Lady Anne Monson born?,"January 1st, 1726",t5,graphrag_hybrid,False
Charlie Colin is a former band mate of the band Train.,Charlie Colin is a former member of the band Train.,lettria_045,What band is Charlie Colin a former member of?,Train,t5,graphrag_hybrid,False
T S Thakur and Narendra Modi are leaders in India where Amdavad ni Gufa is located.,"Amdavad ni Gufa is located in Gujarat, India.",lettria_046,Where is Amdavad ni Gufa located?,India,t5,graphrag_hybrid,False
"Agra Airport is in Uttar Pradesh, Awadh, and is located at 167.94 metres above sea level.",Agra Airport is 167.94 metres above sea level.,lettria_047,How high is Agra Airport above sea level?,167.94 metres,t5,graphrag_hybrid,False
Amarillo is part of Potter County and Randall County in Texas in the U.S.,Amarillo is part of Potter County and Randall County.,lettria_048,What county is Amarillo part of?,Potter County and Randall County,t5,graphrag_hybrid,False
Alan Shepard who died in California was born in New Hampshire and was selected by NASA in 1959.,"The provided context does not include information about when Alan Shepard was selected by NASA or about his death in California. Therefore, based only on the given knowledge graph, the question cannot be answered.",lettria_049,When was the astronaut who was born in New Hampshire and died in California selected by NASA?,1959,t5,graphrag_hybrid,True
The book Alcatraz Versus the Evil Librarians comes from the U.S. and is written in English. One of the ethnic groups in the US are the Native Americans.,Alcatraz Versus the Evil Librarians is written in English.,lettria_050,In what language is Alcatraz Versus the Evil Librarians written?,English,t5,graphrag_hybrid,False
